favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str,sentiment
3,Twitter for iPhone,@NateBell4AR Thank you Nate.,NateBell4AR,FALSE,Mon Dec 04 21:25:56 +0000 2017,0,9.37795E+17,pos
10,Twitter for iPhone,"@JohnBoozman Your support of our veterans is very appreciated, Senator.",JohnBoozman,FALSE,Tue Oct 16 02:07:10 +0000 2018,0,1.05202E+18,pos
154,Twitter Web Client,Have a blessed Sunday! https://t.co/heDAmuofIY,,FALSE,Sun Oct 21 13:22:41 +0000 2018,18,1.054E+18,pos
12,Twitter Web Client,Delighted to join the Advancing American Agriculture Technology and Law Conference this afternoon. In Arkansas we a… https://t.co/VWe28ekemt,,FALSE,Thu Aug 16 21:57:19 +0000 2018,2,1.03021E+18,pos
317,Twitter for iPhone,"One of the great blessings of life, my youngest grandchild, Pablo.   He knows me as Papaw.    Life is put in perspe… https://t.co/GyOHip3H5E",,FALSE,Sun Sep 02 17:12:56 +0000 2018,19,1.0363E+18,pos
113,Twitter Web Client,Have a peaceful Sunday! https://t.co/VN02kzB9D3,,FALSE,Sun Jun 10 13:17:07 +0000 2018,10,1.0058E+18,pos
71,Twitter for iPhone,Great fun playing b-ball with some super guys ⁦@ArkansasState⁩ this morning.  #HealthyActiveArkansas https://t.co/9aZkk7uaI9,,FALSE,Fri Oct 19 14:05:04 +0000 2018,8,1.05329E+18,pos
91,Twitter Web Client,".@PetitJeanMeats has made a lot of people happy in its 90 years, and it has also helped make our state stronger. Co… https://t.co/gip27wX9II",,FALSE,Thu Jun 28 20:49:13 +0000 2018,15,1.01244E+18,pos
1,Twitter for iPhone,@thatguy_1240 My apologies!,thatguy_1240,FALSE,Thu Aug 09 00:36:07 +0000 2018,0,1.02735E+18,pos
23,Twitter Web Client,Great being w/ our county judges today at the Co. Judges Assoc. of AR Fall Conference (@75arcounties). The relation… https://t.co/78YQHigOud,,FALSE,Thu Sep 13 21:53:19 +0000 2018,5,1.04036E+18,pos
45,Twitter for iPhone,Great to be in Walnut Ridge this afternoon for the dedication of the new Lawrence County Sheriff’s Office and Count… https://t.co/BGxgjzI1XQ,,FALSE,Tue Mar 06 22:45:22 +0000 2018,7,9.71155E+17,pos
82,Twitter Web Client,Proud to lead the state that's leading the nation in computer-science education! Find out more about the newly anno… https://t.co/yu4K2eEL5b,,FALSE,Mon Dec 04 22:30:49 +0000 2017,21,9.37811E+17,pos
9,Twitter for iPhone,@jasonrapert @SethMaysAR @AsaforAR @RapertSenate It is an honor to have your support and to work with you for Arkansas!,jasonrapert,FALSE,Sat Apr 07 19:50:44 +0000 2018,3,9.82707E+17,pos
41,Twitter Web Client,"I liked what I heard about the future in Ashdown today at the reception for Vickie Williamson, new director of the… https://t.co/bSdn43KpsZ",,FALSE,Fri Jul 13 22:53:39 +0000 2018,8,1.0179E+18,pos
25,Twitter for iPhone,"Fort Smith was home to my family for 19 years, &amp; it’s always special going back as Governor. This morning was espec… https://t.co/1tdPINS39Y",,FALSE,Tue Apr 10 18:49:35 +0000 2018,4,9.83779E+17,pos
11,Twitter Web Client,Thanks to all who came out for my town hall in Hot Springs today. Great opportunity to listen to your input &amp; answe… https://t.co/blxmalk8Ri,,FALSE,Fri Oct 26 20:40:34 +0000 2018,1,1.05592E+18,pos
17,Twitter for iPhone,"Never a dull moment with @1049TheFox's Stafford and Frigo. Thanks for having me on, guys! Always enjoy the visit. https://t.co/yoXDF9Ppy2",,FALSE,Tue May 01 15:52:21 +0000 2018,2,9.91345E+17,pos
143,Twitter for iPhone,"John Adams would be very pleased with Arkansas’s celebration of our nation’s independence today. Fireworks, ice cre… https://t.co/OVLeAKUsKr",,FALSE,Thu Jul 05 02:48:37 +0000 2018,15,1.0147E+18,pos
52,Twitter Web Client,"Congratulations to Arkansas, Grant and Jefferson County for receiving their certification as ACT Work Ready Communi… https://t.co/e7oyyKLMmD",,FALSE,Mon Apr 09 16:33:38 +0000 2018,21,9.83382E+17,pos
36,Twitter Web Client,"Pleased to visit with Calvary Academy 9th Grade Civics Class. They were recognized as the ""Best of the Best"" for th… https://t.co/3x2K2az969",,FALSE,Wed May 23 21:29:58 +0000 2018,5,9.99402E+17,pos
58,Twitter Web Client,"I’ll be kicking off my two-day, 2018 Agriculture Tour across south Arkansas next week. I look forward to substantiv… https://t.co/XCagPsga7i",,FALSE,Fri Aug 03 15:55:28 +0000 2018,19,1.02541E+18,pos
65,Twitter for iPhone,It is wonderful to show appreciation to Matt Mika who survived the shooting at the Congressional baseball game. Liv… https://t.co/EvnjR2KQN9,,FALSE,Sun Feb 04 01:31:20 +0000 2018,8,9.59963E+17,pos
275,Twitter Web Client,He is risen! Have a wonderful Easter Sunday! https://t.co/mFv9OrXSwY,,FALSE,Sun Apr 01 13:25:32 +0000 2018,38,9.80436E+17,pos
245,Twitter for iPhone,What a surprise when I arrived in the state capitol tunnel yesterday &amp; found members of the Singing Fingers group f… https://t.co/M27AriRKLP,,FALSE,Wed Dec 13 15:00:38 +0000 2017,40,9.4096E+17,pos
8,Twitter Web Client,"LIVE: Governor Hutchinson Signs MOU to Establish Agricultural, Economic-Development Partnership with Republic of Gh… https://t.co/JsLXJxMxYu",,FALSE,Wed Jun 13 20:05:59 +0000 2018,3,1.00699E+18,pos
560,Twitter Web Client,I’ll be in Omaha for Game 1 of the College World Series Finals tonight to watch @RazorbackBSB take on… https://t.co/B2dxp52XBD,,FALSE,Mon Jun 25 20:41:59 +0000 2018,59,1.01135E+18,pos
216,Twitter for iPhone,"As one of the founding leaders of the Department of Homeland Security when ICE was created, I was delighted to see… https://t.co/MxJzqctAff",,FALSE,Wed Jan 31 02:56:24 +0000 2018,46,9.58534E+17,pos
23,Twitter Web Client,I started today’s coding tour at Hamburg High School—and I’m very impressed! They’ve done a great job in coding com… https://t.co/CL5MKK0m5h,,FALSE,Thu Apr 05 15:53:22 +0000 2018,12,9.81923E+17,pos
38,Twitter Web Client,I will be hosting public town hall meetings in Jonesboro &amp; El Dorado in the upcoming weeks to discuss my efforts to… https://t.co/WuDOETj2jI,,FALSE,Tue Apr 24 22:20:06 +0000 2018,19,9.88905E+17,pos
0,Twitter for iPhone,@robfinley66 @AsaforAR Thanks Rob!,robfinley66,FALSE,Tue Jan 02 00:52:49 +0000 2018,0,9.47994E+17,pos
152,Twitter for iPhone,Congratulations to @Rep_SteveWomack on being named House Budget Chairman.  Steve will do an extraordinary job in th… https://t.co/tQaNQpCsb9,,FALSE,Wed Jan 10 03:08:40 +0000 2018,31,9.50927E+17,pos
102,Twitter for iPhone,Very disappointing to see Jon Comstock run a newspaper ad using a photo of me without permission implying my suppor… https://t.co/omB2L1bFM7,,FALSE,Tue Nov 06 13:44:43 +0000 2018,39,1.0598E+18,pos
16,Twitter Web Client,LIVE: Governor Hutchinson speaks at the Commemorative Vigil for Martin Luther King Jr. on the 50th anniversary of h… https://t.co/H129hkWyOJ,,FALSE,Wed Apr 04 14:55:57 +0000 2018,9,9.81546E+17,pos
8,Twitter Web Client,The invitation to address the annual convention of the Arkansas Black Mayors Association today gave me the opportun… https://t.co/UGTArr1Us2,,FALSE,Fri Jun 22 22:54:25 +0000 2018,2,1.01029E+18,pos
51,Twitter Web Client,The 6th Annual @ArkansasHouse vs. @ArkansasSenate #HoopsforKidsSake game last night was another wonderful event at… https://t.co/VhmmHkrJ3p,,FALSE,Wed Mar 14 17:48:50 +0000 2018,14,9.73979E+17,pos
70,Twitter Web Client,"There are currently 503K open computing jobs nationwide, but last year, only 43K CS students graduated into the wor… https://t.co/oQh8AE1qcl",,FALSE,Thu Jan 18 21:56:13 +0000 2018,28,9.5411E+17,pos
46,Twitter for iPhone,"Great news regarding the confirmation of my friend, Dak Kees. He will do an exceptional job as United States Attorn… https://t.co/G3elRnju4c",,FALSE,Thu Dec 21 18:20:27 +0000 2017,11,9.43909E+17,pos
530,Twitter for iPhone,"45 years ago Susan &amp; I started an exciting venture together.  4 children, 6 grandchildren &amp; 5 statewide political r… https://t.co/IcVekVurOa",,FALSE,Sat Aug 04 17:56:16 +0000 2018,27,1.0258E+18,pos
9,Twitter Web Client,"Thanks to all who came to my town hall meeting in Fort Smith this afternoon. If you live in Northwest Arkansas, I'd… https://t.co/UyujRoGOmt",,FALSE,Tue Oct 30 19:15:19 +0000 2018,3,1.05735E+18,pos
19,Twitter Web Client,2/2 It means slower growth in Medicaid spending; it meets the requirements of education adequacy; increases the fun… https://t.co/5AqYqlh18e,,FALSE,Tue Jan 09 16:08:28 +0000 2018,5,9.50761E+17,pos
449,Twitter Web Client,Looking forward to calling the Hogs tonight! Wishing @razorbackbsb the best as they face the Florida Gators in the… https://t.co/opWSZztmXy,,FALSE,Fri Jun 22 19:38:56 +0000 2018,70,1.01025E+18,pos
34,Twitter Web Client,Congratulations to the 15 cadets who graduated today from the Arkansas Game and Fish academy after 16 weeks of trai… https://t.co/SilhSuFM2r,,FALSE,Fri Jul 06 19:25:11 +0000 2018,6,1.01532E+18,pos
198,Twitter Web Client,I applaud Congress &amp; @POTUS for successfully taking on substantive tax-reform for the 1st time in 31 yrs. Millions… https://t.co/82vmG0mu0j,,FALSE,Wed Dec 20 19:03:23 +0000 2017,62,9.43557E+17,pos
20,Twitter Web Client,"Today I issued the official call for a special session, which will begin tomorrow at 9 a.m.  See the full list of i… https://t.co/CWgrajvI91",,FALSE,Mon Mar 12 20:42:54 +0000 2018,22,9.73298E+17,pos
113,Twitter Web Client,Have a great Sunday! https://t.co/Lu9tOSb8m1,,FALSE,Sun Jul 08 13:29:34 +0000 2018,21,1.01595E+18,pos
76,Twitter Web Client,Access to high-speed broadband for rural Arkansas is critical to the future of our state. I was delighted to join… https://t.co/p942ASgmvz,,FALSE,Mon Aug 13 20:52:08 +0000 2018,16,1.02911E+18,pos
23,Twitter for iPhone,Great start to our South Arkansas Ag Tour at Ricky Fawcett &amp; RB Fawcett Farms in Winthrop. I appreciate the importa… https://t.co/4LXWRHboTU,,FALSE,Mon Aug 06 17:25:46 +0000 2018,12,1.02652E+18,pos
58,Twitter for iPhone,"As part of our ongoing efficiency efforts to make gov’t work better for you, DFA has launched a new website that co… https://t.co/iX8PJSBUR8",,FALSE,Tue Feb 13 23:01:18 +0000 2018,19,9.63549E+17,pos
42,Twitter Web Client,Have a blessed Sunday! https://t.co/lgeQLRr8Xy,,FALSE,Sun Jun 17 13:13:35 +0000 2018,7,1.00834E+18,pos
154,Twitter for iPhone,May your Christmas Eve be filled with joy! https://t.co/UNvGE9SruD,,FALSE,Sun Dec 24 14:25:26 +0000 2017,22,9.44937E+17,pos
57,Twitter for iPhone,Honored to serve as the next States' Co-Chairman of @DeltaRegional's Board of Governors alongside fellow Arkansan a… https://t.co/fKJgz61wpi,,FALSE,Sat Feb 24 23:17:04 +0000 2018,13,9.67539E+17,pos
269,Twitter for iPhone,What I love about the U.S. Department of Justice is its mission to serve justice above politics and partisanship. J… https://t.co/sj7idKQ1lk,,FALSE,Tue Sep 04 17:49:29 +0000 2018,41,1.03703E+18,pos
52,Twitter for iPhone,So proud of Arkansas First Lady.  She cares and leads for our children @ARFirstLady https://t.co/A9wr8mi0ys,,FALSE,Thu May 10 18:05:12 +0000 2018,5,9.9464E+17,pos
8,Twitter Web Client,My next town hall meeting is at 5:30 this evening in Jonesboro. I look forward to speaking with you &amp; answering you… https://t.co/d3pfznVO2i,,FALSE,Tue Oct 23 19:56:51 +0000 2018,3,1.05482E+18,pos
117,Twitter Web Client,Have a blessed Sunday! https://t.co/JLxMm0V12m,,FALSE,Sun Apr 08 13:02:15 +0000 2018,13,9.82967E+17,pos
84,Twitter for iPhone,It was such an honor to visit with the residents at the Veterans Home in Fayetteville.  Good people who have served… https://t.co/UYwJocTGvl,,FALSE,Tue May 08 21:54:18 +0000 2018,11,9.93972E+17,pos
6,Twitter Web Client,"Here is my weekly radio column on LumoXchange's 'Venture' to Arkansas.
https://t.co/MGJdRTdg3H https://t.co/nj33DPwgwd",,FALSE,Fri Jun 08 21:32:02 +0000 2018,0,1.0052E+18,pos
16,Twitter Web Client,Great town hall meeting in Jonesboro last night! Special thanks to @ArkansasState for hosting us. I look forward to… https://t.co/7LydS0zHHB,,FALSE,Wed Oct 24 13:37:24 +0000 2018,5,1.05509E+18,pos
36,Twitter Web Client,"With the news of the passing of Charles Cella, horse racing fans everywhere are no doubt mourning the loss of one o… https://t.co/Koavp05NWr",,FALSE,Wed Dec 06 23:40:11 +0000 2017,13,9.38554E+17,pos
28,Twitter Web Client,I am very concerned about the large number of flu-related deaths in Arkansas. You can still take steps to protect y… https://t.co/FgxuDkWVcN,,FALSE,Tue Jan 30 23:41:56 +0000 2018,14,9.58485E+17,pos
200,Twitter for iPhone,In Magnolia tonight but followed the Razorback World Series Final.  I am very proud of our team and all they accomp… https://t.co/xsUt4yzKJo,,FALSE,Fri Jun 29 02:02:21 +0000 2018,17,1.01252E+18,pos
233,Twitter Web Client,President Trump's #SOTU speech was good news for Arkansas as conservative policy changes in D.C. have led to tax cu… https://t.co/2ZWU62qul9,,FALSE,Wed Jan 31 03:36:28 +0000 2018,44,9.58544E+17,pos
167,Twitter Web Client,Congratulations to Little Rock Central High’s Stacey McAdoo for being named 2019 Arkansas Teacher of the Year! Than… https://t.co/rz8xSXqOJz,,FALSE,Mon Oct 08 18:24:44 +0000 2018,38,1.04936E+18,pos
7,Twitter Web Client,LIVE: Governor Hutchinson makes an announcement regarding the business environment in Arkansas.… https://t.co/ueF2xhINfv,,FALSE,Mon Mar 26 17:16:38 +0000 2018,1,9.7832E+17,pos
90,Twitter Web Client,Have a peaceful Sunday! https://t.co/BMhLKMrtaf,,FALSE,Sun Apr 15 13:01:53 +0000 2018,12,9.85503E+17,pos
30,Twitter Web Client,"As part of @CSGJC’s #MeetFacetoFace initiative, I visited Arkansas’ first crisis stabilization unit to see firsthan… https://t.co/BHVg2V6eX3",,FALSE,Tue Aug 14 14:18:03 +0000 2018,14,1.02937E+18,pos
21,Twitter Web Client,"(2/2) I commend Dr. Smith &amp; the @ADHPIO for this first-rate efficiency, which is a continuation of the dept.’s good… https://t.co/MXcp203Mvj",,FALSE,Mon Sep 17 18:28:21 +0000 2018,16,1.04176E+18,pos
139,Twitter for iPhone,Proud of the Hogs fighting spirit today against Texas A&amp;M.  #Neverquit.,,FALSE,Sat Sep 29 19:22:03 +0000 2018,7,1.04612E+18,pos
37,Twitter Web Client,This was my third year to participate in the lighting of the Chabad Menorah. It has been a blessing to take part in… https://t.co/eEBPbnm0HQ,,FALSE,Thu Dec 14 20:28:11 +0000 2017,7,9.41404E+17,pos
53,Twitter Web Client,This is an important day for Ghana &amp; Arkansas as we strengthen our partnership to promote agriculture &amp; economic de… https://t.co/HHa7cGQVZY,,FALSE,Wed Jun 13 22:44:49 +0000 2018,13,1.00703E+18,pos
32,Twitter Web Client,"It is an honor to introduce the partnership between @BaptistHealthAR, @LRSD and @ARHungerRelief. The initiative wil… https://t.co/UiBhuNAYef",,FALSE,Thu Mar 08 18:21:51 +0000 2018,13,9.71813E+17,pos
40,Twitter Web Client,It was an honor to join today's groundbreaking ceremony for the expansion of the Arkansas State Veterans Memorial C… https://t.co/bH5Tf5SBpA,,FALSE,Mon Oct 15 22:42:35 +0000 2018,12,1.05197E+18,pos
6,Twitter for iPhone,I’ll be on @newsradio1029 at 7:40 this morning to discuss the upcoming fiscal session and the decline in Medicaid e… https://t.co/92HszMa7Ec,,FALSE,Wed Jan 10 13:30:04 +0000 2018,5,9.51084E+17,pos
72,Twitter for iPhone,Another view of the Natural State from Rattlesnake Ridge Natural Area. https://t.co/i0Uzrnm1DJ,,FALSE,Wed May 02 20:33:24 +0000 2018,11,9.91778E+17,pos
28,Twitter Web Client,Good luck and safe travels to Arkansas Team Elite Track Club during their trip to the AAU Junior Olympics in Des Mo… https://t.co/pfayR7Pf1o,,FALSE,Fri Jul 27 22:54:01 +0000 2018,5,1.02298E+18,pos
281,Twitter for iPhone,I am supporting World Down Syndrome Day by wearing these cool socks produced by a business started by a talented &amp;… https://t.co/3jXRlYmLhz,,FALSE,Wed Mar 21 20:56:50 +0000 2018,24,9.76563E+17,pos
37,Twitter Web Client,I got a sneak peek at DHS' Blue Umbrella store today during the (blue) ribbon-cutting ceremony. A great concept tha… https://t.co/gftbqmllBW,,FALSE,Fri Sep 28 21:02:25 +0000 2018,7,1.04578E+18,pos
55,Twitter Web Client,The new Independence County Library officially opened today in one of Batesville's oldest buildings.  I was delight… https://t.co/zObNni8eZg,,FALSE,Mon Jul 16 21:16:20 +0000 2018,17,1.01897E+18,pos
32,Twitter Web Client,Yesterday was a great day for the LR Air Force Base Community Council and Jacksonville/North Pulaski School Dist. I… https://t.co/do6NOeQPTJ,,FALSE,Tue May 15 14:41:58 +0000 2018,9,9.964E+17,pos
56,Twitter for iPhone,I’m looking forward to being on @FaceTheNation with new host @margbrennan at 9:30a CT.,,FALSE,Sun Feb 25 14:23:08 +0000 2018,13,9.67767E+17,pos
28,Twitter for iPhone,Kicking off Day 2 of my Ag Tour w/ a terrific turnout at the Prescott-Nevada Co. Library. Good discussion w/ regard… https://t.co/zOskcoHQlQ,,FALSE,Tue Aug 07 15:36:35 +0000 2018,8,1.02685E+18,pos
7,Twitter Web Client,"ICYMI: Today is the deadline for intern applications. To apply for the 2018 Governor's Summer Intern Program, go to: https://t.co/cOsFZL45AC",,FALSE,Mon Mar 05 22:36:03 +0000 2018,7,9.7079E+17,pos
38,Twitter Web Client,Great work being done by @ArkansasEDC through the Competitive Communities Initiative. By focusing on economic devel… https://t.co/pJrS4CXfx7,,FALSE,Mon Mar 26 21:58:42 +0000 2018,8,9.78391E+17,pos
168,Twitter for iPhone,Abraham Lincoln ran into some frightful characters trick or treating at the Mansion tonight. Always a treat to see… https://t.co/rDqNOyAFpC,,FALSE,Wed Oct 31 23:30:44 +0000 2018,9,1.05778E+18,pos
105,Twitter Web Client,"Competition is a good thing &amp; the ""Governor’s I-40 Showdown"" between the @UCABears &amp; @LRTrojans is great for the wh… https://t.co/6OOuSV0l2g",,FALSE,Thu Aug 16 20:48:24 +0000 2018,33,1.03019E+18,pos
23,Twitter for iPhone,Enjoyed celebrating the groundbreaking for the expansion of Methodist Village Senior Living Center in Fort Smith. A… https://t.co/qnxGfQtAtx,,FALSE,Fri Nov 17 17:29:44 +0000 2017,4,9.31575E+17,pos
82,Twitter Web Client,Honored to visit with Leroy Robinson yesterday who will be celebrating his 99th birthday soon! Mr. Robinson served… https://t.co/JJ8puge17I,,FALSE,Thu Apr 19 20:44:33 +0000 2018,14,9.87069E+17,pos
45,Twitter Web Client,.@Microsoft is a tech giant and they recognize the leadership here in Arkansas in the learn to code movement. I was… https://t.co/voEeJNBgRi,,FALSE,Fri May 11 16:27:53 +0000 2018,16,9.94977E+17,pos
86,Twitter for iPhone,Great to be with Ron Cohen of @SigSauerInc at SHOT show.  Nice holding the MCX Rattler.  Sig is making ammunition f… https://t.co/BtPPJV6KXf,,FALSE,Thu Jan 25 20:11:44 +0000 2018,22,9.56621E+17,pos
26,Twitter Web Client,The 120th Arkansas Bar Association Conference in Hot Springs this afternoon was a great opportunity for me to discu… https://t.co/ukY4cmQn3q,,FALSE,Fri Jun 15 22:56:03 +0000 2018,6,1.00776E+18,pos
71,Twitter Web Client,Have a blessed Sunday! https://t.co/LNm6JOKwFV,,FALSE,Sun Apr 22 13:11:50 +0000 2018,11,9.88043E+17,pos
31,Twitter Web Client,"Winners all around today as NLR paid @ArkansasGuard $500k for the Fisher Armory, where the city will build a justic… https://t.co/cuVwtT2fzx",,FALSE,Thu Nov 01 20:44:57 +0000 2018,7,1.0581E+18,pos
25,Twitter for iPhone,Yesterday I toured the @FPL_Library (one of the best in the country) and saw an 8th grade art exhibition.  So proud… https://t.co/e1CZl07VZ6,,FALSE,Wed Apr 25 18:13:53 +0000 2018,2,9.89206E+17,pos
56,Twitter Web Client,West Memphis School District continues to lead the way in the Delta with its world-class Cyber Security Lab at West… https://t.co/2TAQQh5vPe,,FALSE,Mon Mar 12 21:28:26 +0000 2018,15,9.7331E+17,pos
59,Twitter Web Client,Honored to celebrate #TeacherAppreciationWeek. You work hard to ensure that our students achieve at their highest l… https://t.co/hSPXaDkpEd,,FALSE,Mon May 07 16:47:43 +0000 2018,24,9.93533E+17,pos
87,Twitter Web Client,"Today, I joined @CaterpillarInc and Operations Manager Paul Rivera to announce the company’s new expansion in Arkan… https://t.co/Pr2ta7NWgs",,FALSE,Thu Jul 05 21:54:49 +0000 2018,17,1.01499E+18,pos
12,Twitter Web Client,It is with great appreciation that I commend the recipients of the 2018 Governor’s Arts Awards. Congratulations to… https://t.co/32wkf6xBQG,,FALSE,Thu Mar 29 22:55:23 +0000 2018,4,9.79492E+17,pos
38,Twitter Web Client,I will call a special session of the General Assembly to begin next Tuesday to address a number of matters that inc… https://t.co/p8gyGnEs3s,,FALSE,Fri Mar 09 21:28:45 +0000 2018,31,9.72223E+17,pos
0,Twitter for iPhone,@kat22stl There are so many technology opportunities in Arkansas from start up tech companies working out of Ventur… https://t.co/7XnP7NioLB,kathoranhills,FALSE,Sat Sep 01 15:58:21 +0000 2018,0,1.03592E+18,pos
476,Twitter for iPhone,I appreciate @realDonaldTrump for hosting a handful of governors this evening at the White House to discuss importa… https://t.co/ptOp2Gi11Y,,FALSE,Tue May 22 02:02:08 +0000 2018,131,9.98746E+17,pos
36,Twitter Web Client,My Spring 2018 Coding Tour wrapped up this week and I am amazed what our students are doing with computer science e… https://t.co/GCKIGWHpEK,,FALSE,Fri Apr 20 15:12:28 +0000 2018,15,9.87348E+17,pos
16,Twitter Web Client,I appreciate Administrator @SeemaCMS's partnership with Arkansas as we implement this program that is better tailor… https://t.co/aSuB2WiwYf,,FALSE,Mon Mar 05 18:33:03 +0000 2018,12,9.70729E+17,pos
31,Twitter Web Client,Wrapped up my Spring 2018 Coding Tour at Batesville High School! I was impressed by the creativity &amp; skill of Bates… https://t.co/t9nEFxQawh,,FALSE,Tue Apr 17 20:32:59 +0000 2018,6,9.86342E+17,pos
33,Twitter Web Client,Honored to join @ARStateFOP for a touching Peace Officers Memorial Service remembering the brave officers who paid… https://t.co/NJ2XW8cNDU,,FALSE,Fri May 11 23:29:02 +0000 2018,7,9.95083E+17,pos
230,Twitter for iPhone,Voted today with my grandson Asa4 in Bentonville.  His first time.  I have a few more under my belt.  He is not bas… https://t.co/vpVZ3MnFTK,,FALSE,Fri May 18 21:27:48 +0000 2018,25,9.9759E+17,pos
16,Twitter Web Client,"ICYMI: My interview with @Cheddar on the floor of the @NYSE yesterday talking Arkansas job growth, our coding initi… https://t.co/wUFS5tPuuc",,FALSE,Tue Feb 06 21:30:21 +0000 2018,2,9.60989E+17,pos
213,Twitter for iPhone,"Congratulations to our new Miss Arkansas, Claudia Raffo!  We are all excited about you representing our state. https://t.co/c34zRaQmIA",,FALSE,Sun Jun 17 03:29:40 +0000 2018,25,1.00819E+18,pos
58,Twitter Web Client,"Happy to announce that @CMSGov, under @SeemaCMS, has approved a work requirement for Arkansas Works enrollees. This… https://t.co/ZkkneKaZg7",,FALSE,Mon Mar 05 18:31:42 +0000 2018,30,9.70729E+17,pos
4,Twitter for iPhone,@YoungGOP401 Thank you.  Keep fighting the battle!,YoungGOP401,FALSE,Fri Nov 24 23:39:07 +0000 2017,0,9.34205E+17,pos
86,Twitter Web Client,Have a peaceful Sunday! https://t.co/leIdeKOWzE,,FALSE,Sun Feb 04 14:02:12 +0000 2018,6,9.60152E+17,pos
96,Twitter Web Client,"Through the passage of Act 781 of 2017, I directed my agencies to identify all outdated &amp; unnecessary rules &amp; regul… https://t.co/9r4fna9djw",,FALSE,Tue Aug 28 15:58:45 +0000 2018,31,1.03447E+18,pos
33,Twitter Web Client,ICYMI: Here’s a recap video at the 2nd Annual Governor’s All-State Coding Competition. And congratulations to all t… https://t.co/mYvC7IEjC1,,FALSE,Thu May 17 22:23:33 +0000 2018,13,9.97241E+17,pos
59,Twitter Web Client,The group that planned last week’s rally at the capitol brought its statue as part of its protest. The statue left… https://t.co/wpcJTLaYnV,AsaHutchinson,FALSE,Fri Aug 24 20:39:22 +0000 2018,21,1.03309E+18,pos
101,Twitter Web Client,Have a peaceful Sunday! https://t.co/4SJMkNZuJs,,FALSE,Sun Aug 05 13:09:23 +0000 2018,12,1.02609E+18,pos
40,Twitter Web Client,"On Tuesday, @EntergyArk filed a plan w/ the PSC that would pass on ~$466M in benefits to customers as a result of t… https://t.co/h6ciC8wYh7",,FALSE,Wed Feb 28 21:51:48 +0000 2018,13,9.68967E+17,pos
196,Twitter Web Client,"Our state produces 26 million turkeys per year, ranking 3rd in the nation &amp; adding $434 million to Arkansas' econom… https://t.co/RHHynaGucl",,FALSE,Mon Nov 20 20:02:27 +0000 2017,80,9.32701E+17,pos
81,Twitter for iPhone,Loved spending part of Saturday at the Governor’s State Coding Competition by Verizon &amp; ArCodeKids.  Congrats to al… https://t.co/ay9uCExqZR,,FALSE,Sat May 05 19:43:34 +0000 2018,14,9.92852E+17,pos
34,Twitter Web Client,"Congratulations to all of the recipients of the Circle of Service Awards, including our own Derek Mack, who receive… https://t.co/KqiBEkjmBV",,FALSE,Fri Jan 26 22:58:46 +0000 2018,5,9.57025E+17,pos
46,Twitter Web Client,"In AR, we want to do everything we can to support our veterans. We owe them a great deal. Since 2015, ADVA has done… https://t.co/VQxLQhmR03",,FALSE,Thu Dec 28 17:33:40 +0000 2017,5,9.46434E+17,pos
123,Twitter for iPhone,My view from the Starter Platform @cocacola600 as we salute all branches of military &amp; remember those who have died… https://t.co/venB28cWOd,,FALSE,Mon May 28 10:38:22 +0000 2018,16,1.00105E+18,pos
23,Twitter Web Client,"At Drew Central HS, the final stop of my Fall Coding Tour, I met students of all ages who demonstrated projects fro… https://t.co/UYpp148hf5",,FALSE,Tue Sep 11 22:00:20 +0000 2018,7,1.03963E+18,pos
52,Twitter Web Client,I commend the efforts of educators &amp; partners engaged in making our communities healthier through student-led food… https://t.co/AuEJUDCylB,,FALSE,Wed Oct 10 23:37:56 +0000 2018,13,1.05017E+18,pos
115,Twitter Web Client,Have a blessed Sunday! https://t.co/fG6CMq6XA7,,FALSE,Sun May 06 13:25:07 +0000 2018,14,9.93119E+17,pos
133,Twitter Web Client,Pleased to welcome U of A Athletic Director @HunterYurachek and Head Hog @CoachChadMorris to my office today. We ta… https://t.co/pyLt2xy4Hy,,FALSE,Wed Feb 14 21:42:40 +0000 2018,25,9.63891E+17,pos
67,Twitter Web Client,I am delighted to see the President signed this important bill into law that expands Little Rock Central’s Historic… https://t.co/PwiuzEA9av,,FALSE,Fri Jan 12 23:02:52 +0000 2018,28,9.51953E+17,pos
50,Twitter Web Client,"Happy Birthday to Annie Mable McDaniel Abrams! Your commitment to civil rights, social justice and education has be… https://t.co/UdbmOABEpB",,FALSE,Tue Sep 25 21:19:19 +0000 2018,7,1.0447E+18,pos
22,Twitter Web Client,Thanks to all of you who came out for my town hall meeting in Springdale this afternoon. Great questions! Your feed… https://t.co/HVfkofVmaM,,FALSE,Tue May 08 18:53:57 +0000 2018,2,9.93927E+17,pos
60,Twitter for iPhone,"I'm pleased to appoint Steve Cox to the @UArkansas Board of Trustees. His love for the Hogs goes without saying, &amp;… https://t.co/tSqebOuGp8",,FALSE,Fri Mar 16 23:46:50 +0000 2018,11,9.74794E+17,pos
59,Twitter for iPhone,"On this #InternationalWomensDay, we recognize the inspirational Arkansas women leaders from the past and honor the… https://t.co/WGAbf0szl5",,FALSE,Fri Mar 09 03:27:37 +0000 2018,10,9.71951E+17,pos
95,Twitter for iPhone,I had the pleasure of presenting a commemorative basketball and letter of congratulations to @LittleRockWBB Coach J… https://t.co/8Mmz62k7p9,,FALSE,Sun Jan 21 02:23:03 +0000 2018,17,9.54902E+17,pos
